本;ben;4;true;日本, 本, 本地人, 这是一本有意思的书;2026-07-28T11:19:36.634836
笨;ben;4;false;笨蛋;2026-07-28T11:13:39.910737
鼻;bi;2;true;鼻子;2026-07-28T11:19:36.803024
比;bi;3;true;比, 比利时, 比如, 比赛, 比较+Adj;2026-07-28T12:08:54.528764
笔;bi;3;true;笔, 笔试;2026-07-28T11:19:36.704149
币;bi;4;true;人民币;2026-07-28T11:19:36.443474
必;bi;4;true;必须;2026-07-28T11:19:36.599901
毕;bi;4;true;毕业;2026-07-28T11:19:36.656276
避;bi;4;true;避免;2026-07-28T11:19:36.776511
边;bian;1;true;一边。。。一边。。。, 我在你身边, 我家在学校的北边, 旁边, 有一只狗在我的旁边, 边;2026-07-28T12:08:54.412433
变;bian;4;true;变;2026-07-28T11:19:36.514563
遍;bian;4;false;你可以再说一遍吗, 请再说一遍, 遍;2026-07-28T11:13:40.279363
表;biao;3;true;手表, 表亲, 表哥, 表演, 表示;2026-07-28T11:19:36.615088
别;bie;2;true;别, 别人, 别动！, 区别, 我没有别的意思, 特别;2026-07-28T12:08:54.459441
宾;bin;1;true;宾馆;2026-07-28T11:19:36.577318
冰;bing;1;true;冰淇淋, 冰箱;2026-07-28T11:19:36.481799
饼;bing;3;true;饼;2026-07-28T11:19:36.797430
病;bing;4;true;生病;2026-07-28T11:19:36.682303
卜;bo;;false;萝卜;2026-07-28T11:13:40.073142
播;bo;1;false;播客;2026-07-28T11:13:39.441094
博;bo;2;false;博物馆;2026-07-28T11:13:38.724573
步;bu;;true;一步一步来吧, 你越说中文越容易进步, 徒步, 散步, 每个星期跑一次步, 跑步, 进步, 退步;2026-07-28T11:19:36.598907
不;bu;4;true;。。。不动了, 一点也不, 不, 不下, 不了, 不到, 不可以, 不好意思, 不客气, 不常常但是有时候, 不用谢, 不能, 不行, 不过, 不错, 你可不可以, 好久不见, 对不起, 差不多, 我不能跑得很快, 我们不都喜欢喝咖啡, 我们都不喜欢喝咖啡, 我听不清, 我有一点儿不高兴, 我跟他们不见面了, 还不来;2026-07-28T12:08:54.415564
部;bu;4;true;大部分, 巴黎在法国的北部, 部;2026-07-28T11:19:36.778002
猜;cai;1;true;猜;2026-07-28T11:19:36.678730
才;cai;2;true;才;2026-07-28T11:19:36.615544
菜;cai;4;true;做菜, 炒菜, 白菜, 花菜, 菜, 菜单, 菜园, 蔬菜, 香菜;2026-07-28T11:19:36.672325
参;can;1;true;参加, 参观;2026-07-28T11:19:36.509542
餐;can;1;true;餐;2026-07-28T11:19:36.795911
草;cao;3;false;草;2026-07-28T11:13:40.064876
厕;ce;4;true;厕所;2026-07-28T11:19:36.506138
层;ceng;2;true;层;2026-07-28T11:19:36.581342
叉;cha;1;true;叉;2026-07-28T11:19:36.511374
察;cha;2;false;警察局;2026-07-28T11:13:40.129102
查;cha;2;true;检查;2026-07-28T11:19:36.648137
茶;cha;2;true;茶;2026-07-28T11:19:36.740637
差;cha;4;false;差, 差不多;2026-07-28T11:13:39.096132
产;chan;2;false;产品;2026-07-28T11:13:38.435555
尝;chang;2;true;尝;2026-07-28T11:19:36.580308
常;chang;2;true;不常常但是有时候, 常常, 正常, 经常, 通常, 非常;2026-07-28T11:19:36.714436
长;chang;2;true;多长时间, 长, 长大, 长得很快, 长期;2026-07-28T11:19:36.780956
场;chang;3;true;(飞)机场;2026-07-28T12:08:54.373075
唱;chang;4;true;唱;2026-07-28T11:19:36.534325
超;chao;1;true;超市, 超过;2026-07-28T11:19:36.764581
吵;chao;3;true;;2026-07-28T11:19:28.882334
炒;chao;3;true;炒菜;2026-07-28T11:19:36.671774
车;che;1;true;公共汽车, 出租车, 开车, 我们在哪一站下车？, 打车, 汽车, 火车, 电动车, 电车, 自行车, 货车;2026-07-28T12:08:54.503790
衬;chen;4;true;衬衫;2026-07-28T11:19:36.752619
乘;cheng;2;false;乘坐;2026-07-28T11:13:38.404602
城;cheng;2;true;城市;2026-07-28T11:19:36.552408
成;cheng;2;true;成功, 换成;2026-07-28T11:19:36.515309
橙;cheng;2;false;橙子, 橙色;2026-07-28T11:13:39.600398
程;cheng;2;false;IT工程师, 程度;2026-07-28T12:08:54.391846
吃;chi;1;true;你吃的惯。。, 吃, 吃药, 吃饱了, 好吃, 我(吃)饱了, 我吃饭吃得快, 我把苹果吃完了;2026-07-28T12:08:54.493616
迟;chi;2;true;迟到;2026-07-28T11:19:36.774081
充;chong;1;false;充实;2026-07-28T11:13:38.572283
抽;chou;1;false;抽烟;2026-07-28T11:13:39.410069
出;chu;1;true;出, 出发, 出生, 出租车, 出门, 哭出来;2026-07-28T12:33:24.868722
初;chu;1;false;月初;2026-07-28T11:13:39.530691
厨;chu;2;false;厨房;2026-07-28T11:13:38.744112
除;chu;2;false;除了。。, 除了。。。以外。。。;2026-07-28T12:08:54.569995
楚;chu;3;true;清楚;2026-07-28T11:19:36.667530
处;chu;4;false;到处;2026-07-28T11:13:38.662779
穿;chuan;1;true;穿;2026-07-28T11:19:36.701190
船;chuan;2;true;船;2026-07-28T11:19:36.733124
窗;chuang;1;true;窗户;2026-07-28T11:36:38.214763
床;chuang;2;true;双人床, 起床;2026-07-28T12:08:54.464691
春;chun;1;true;春天, 春节;2026-07-28T11:19:36.637285
词;ci;2;false;动词, 词语;2026-07-28T11:13:40.149290
辞;ci;2;true;辞职;2026-07-28T11:19:36.769657
此;ci;3;false;在此之后 / 从此;2026-07-28T12:08:54.470804
次;ci;4;true;上次, 下次, 几次, 次, 每个星期跑一次步, 这是第一次来中国;2026-07-28T11:19:36.488014
聪;cong;1;true;聪明;2026-07-28T11:19:36.724904
从;cong;2;true;从...来, 从...起, 从前, 从来没有, 在此之后 / 从此;2026-07-28T12:08:54.470804
醋;cu;4;false;醋;2026-07-28T11:13:40.298632
错;cuo;4;true;不错, 错;2026-07-28T11:19:36.780410
答;da;1;true;答应;2026-07-28T11:19:36.541968
打;da;3;true;我给你打电话, 打, 打乒乓球, 打包, 打折, 打电话, 打破, 打算, 打篮球, 打网球, 打羽毛球, 打车;2026-07-28T11:19:36.616062
大;da;4;true;加拿大, 大, 大厅, 大大的家, 大学, 大家, 大巴, 大概, 大衣, 大部分, 年纪大, 意大利, 我去大便, 长大;2026-07-28T11:19:36.560298
纪;da;4;false;年纪大;2026-07-28T11:13:39.129194
呆;dai;1;true;呆;2026-07-28T11:19:36.524537
代;dai;4;false;现代;2026-07-28T11:13:39.774887
带;dai;4;true;带;2026-07-28T11:19:36.587177
待;dai;4;true;;2026-07-28T11:19:28.882928
戴;dai;4;true;戴;2026-07-28T11:19:36.612623
袋;dai;4;false;袋;2026-07-28T11:13:40.107792
单;dan;1;true;买单, 单身, 点单, 简单, 菜单;2026-07-28T11:19:36.707331
担;dan;1;true;担心;2026-07-28T11:19:36.621160
但;dan;4;true;不常常但是有时候, 但是;2026-07-28T11:19:36.456451
旦;dan;4;true;元旦;2026-07-28T11:19:36.470516
蛋;dan;4;true;笨蛋, 蛋糕, 鸡蛋;2026-07-28T11:19:36.749349
诞;dan;4;false;圣诞节;2026-07-28T11:13:38.889125
当;dang;1;true;当天，我很忙, 当然;2026-07-28T12:08:54.481308
刀;dao;1;false;一把刀, 刀;2026-07-28T11:13:38.650138
倒;dao;3;false;倒霉;2026-07-28T11:13:38.543227
岛;dao;3;false;岛;2026-07-28T11:13:39.084998
到;dao;4;true;不到, 你到家就跟我说, 到, 到处, 到时候, 我工作到很晚, 找到, 看见 / 看到, 迟到;2026-07-28T12:08:54.538792
道;dao;4;true;知道, 胡说八道, 街道;2026-07-28T11:19:36.694935
的;de;;true;A 的时候, B, 。。。的话, 人山人海的地方, 以后的事, 你吃的惯。。, 你的工作离家多远？, 公园的中间, 大大的家, 巴黎在法国的北部, 我家在学校的北边, 我没有别的意思, 有一只狗在我的旁边, 有的。。。有的。。。, 的, 目的地, 真的吗?, 这是一本有意思的书;2026-07-28T12:08:54.541439
德;de;2;false;德国;2026-07-28T11:13:39.182567
得;dei;3;true;你觉得怎么样？, 得, 我不能跑得很快, 我吃饭吃得快, 我和他跑得一样快, 我觉得, 显得, 长得很快;2026-07-28T12:08:54.454153
灯;deng;1;true;灯, 红绿灯;2026-07-28T11:19:36.671241
等;deng;3;true;等;2026-07-28T11:19:36.705262
低;di;1;true;低;2026-07-28T11:19:36.457622
底;di;3;false;年底;2026-07-28T11:13:39.127049
地;di;4;true;人山人海的地方, 地, 地图, 地址, 地方, 地板, 地瓜, 地铁, 地铁四号线, 本地人, 目的地, 老时间老地方;2026-07-28T11:19:36.546865
弟;di;4;true;兄弟姐妹, 弟弟;2026-07-28T11:19:36.595294
第;di;4;true;第一, 这是第一次来中国;2026-07-28T11:19:36.704717
递;di;4;true;快递;2026-07-28T11:19:36.602473
点;dian;3;true;一点也不, 一点儿, 什么时间 / 几点？, 优点, 你可以说慢一点吗, 我有一点儿不高兴, 景点, 点, 点单, 点外卖, 甜点, 缺点;2026-07-28T12:08:54.420641
店;dian;4;true;商店, 理发店, 酒店, 饭店;2026-07-28T11:19:36.535812
电;dian;4;true;我给你打电话, 打电话, 电动车, 电影, 电梯, 电脑, 电视, 电视剧, 电车, 这个电影让人高兴;2026-07-28T11:19:36.682824
掉;diao;4;true;掉进水里;2026-07-28T11:19:36.624835
定;ding;4;true;一定, 决定, 定闹钟;2026-07-28T11:19:36.406103
订;ding;4;true;订;2026-07-28T11:19:36.755944
东;dong;1;true;东, 东西, 广东话, 我又是室友又是房东, 房东, 这个东西能用?;2026-07-28T12:08:54.560218
冬;dong;1;true;冬天;2026-07-28T11:19:36.481320
懂;dong;3;true;看懂;2026-07-28T11:19:36.610452
动;dong;4;true;。。。不动了, 做运动, 别动！, 动物, 动词, 感动, 活动, 电动车;2026-07-28T12:08:54.459441
都;dou;1;true;我们不都喜欢喝咖啡, 我们都不喜欢喝咖啡, 都, 都可以;2026-07-28T11:19:36.778486
豆;dou;4;false;土豆, 红豆;2026-07-28T11:13:39.955343
读;du;2;true;读;2026-07-28T11:19:36.761822
度;du;4;true;印度, 度假, 深度, 程度, 零下四度;2026-07-28T11:19:36.592177
肚;du;4;true;肚子;2026-07-28T11:19:36.726006
短;duan;3;true;短, 短期, 短袖;2026-07-28T11:19:36.695472
丢;dui;1;true;X丢了, 丢X, 丢垃圾;2026-07-28T12:08:54.418126
对;dui;4;true;对, 对不起, 对面, 派对, 绝对;2026-07-28T11:19:36.579392
队;dui;4;true;团队;2026-07-28T11:19:36.543592
多;duo;1;true;你的工作离家多远？, 多久, 多云, 多少, 多长时间, 差不多;2026-07-28T12:08:54.448663
饿;e;4;true;我很饿也很渴, 饿;2026-07-28T11:19:36.797953
儿;er;2;true;一会儿, 一点儿, 儿子, 哪儿, 我有一点儿不高兴;2026-07-28T11:19:36.411924
而;er;2;true;而且;2026-07-28T11:19:36.723860
尔;er;3;false;阿尔卑斯山;2026-07-28T11:13:40.332421
二;er;4;true;二;2026-07-28T12:11:35.975130
发;fa;1;true;出发, 发烧, 发现, 头发, 沙发, 理发店, 给X发信息;2026-07-28T12:08:54.545639
法;fa;3;true;;2026-07-28T11:50:21.647809
烦;fan;;false;麻烦;2026-07-28T11:13:40.431364
番;fan;1;false;番茄;2026-07-28T11:13:39.817658
繁;fan;2;false;繁体字;2026-07-28T11:13:39.949063
返;fan;3;false;往返;2026-07-28T11:13:39.172089
饭;fan;4;true;午饭, 妈妈为我做饭, 我吃饭吃得快, 饭店;2026-07-28T11:19:36.709813
方;fang;1;true;人山人海的地方, 地方, 方便, 方向, 立方米, 老时间老地方;2026-07-28T11:19:36.547936
房;fang;2;true;厨房, 客房, 我又是室友又是房东, 房东, 房卡, 房子, 房客, 房间, 药房;2026-07-28T11:19:36.613138
访;fang;3;true;拜访;2026-07-28T11:19:36.622704
放;fang;4;true;放, 放心吧;2026-07-28T11:19:36.627866
啡;fei;1;true;咖啡, 我们不都喜欢喝咖啡, 我们都不喜欢喝咖啡;2026-07-28T11:19:36.527785
非;fei;1;true;北非 / 南非, 非常, 非洲;2026-07-28T12:08:54.461993
飞;fei;1;true;(飞)机场, 飞机;2026-07-28T12:08:54.373075
肥;fei;2;false;肥;2026-07-28T11:13:40.022076
费;fei;4;true;免费;2026-07-28T11:19:36.472365
分;fen;1;true;分, 分公司, 分钟, 大部分;2026-07-28T11:19:36.489474
粉;fen;3;false;粉红色;2026-07-28T11:13:39.934518
风;feng;1;true;一路顺风, 风景, 风险;2026-07-28T11:19:36.793507
夫;fu;;true;丈夫, 前夫;2026-07-28T11:19:36.416371
肤;fu;1;false;皮肤;2026-07-28T11:13:39.830924
服;fu;2;true;服务员, 舒服, 衣服;2026-07-28T11:19:36.641832
福;fu;2;true;幸福;2026-07-28T11:19:36.590644
府;fu;3;false;政府;2026-07-28T11:13:39.454841
付;fu;4;true;付钱, 支付, 支付宝;2026-07-28T11:19:36.450163
复;fu;4;true;回复, 复习;2026-07-28T11:19:36.556401
富;fu;4;true;富;2026-07-28T11:19:36.578909
父;fu;4;false;父/母 女, 父/母 子, 父母;2026-07-28T12:08:54.534212
负;fu;4;false;负责任;2026-07-28T11:13:40.166784
附;fu;4;true;附近;2026-07-28T11:19:36.785731
该;gai;1;true;应该;2026-07-28T11:19:36.591641
概;gai;4;false;大概;2026-07-28T11:13:38.953631
干;gan;1;true;干什么?, 干净, 干杯;2026-07-28T12:08:54.478440
感;gan;3;true;感兴趣, 感冒, 感动;2026-07-28T11:19:36.608169
敢;gan;3;false;勇敢;2026-07-28T11:13:38.699987
赶;gan;3;false;赶快;2026-07-28T11:13:40.180391
刚;gang;1;true;刚刚;2026-07-28T11:19:36.492196
港;gang;3;true;香港;2026-07-28T11:19:36.798877
糕;gao;1;true;糟糕, 蛋糕;2026-07-28T11:19:36.749915
高;gao;1;true;天高了, 我们周末高兴高兴吧。, 我有一点儿不高兴, 身高, 这个电影让人高兴, 高, 高兴, 高速公路, 高铁;2026-07-28T12:08:54.498188
告;gao;4;true;告诉;2026-07-28T11:19:36.525023
哥;ge;1;true;哥哥, 表哥;2026-07-28T11:19:36.529770
歌;ge;1;true;歌;2026-07-28T11:19:36.534828
格;ge;2;true;价格, 性格;2026-07-28T11:19:36.453372
个;ge;4;true;个子, 接一个人, 最后一个, 每个星期跑一次步, 每年一个月, 这个东西能用?, 这个月, 这个电影让人高兴, 送一个人;2026-07-28T12:08:54.560218
给;gei;3;true;我给你打电话, 给, 给X发信息;2026-07-28T12:08:54.545639
跟;gen;1;true;你到家就跟我说, 我跟他们不见面了, 跟;2026-07-28T11:19:36.766172
更;geng;4;true;;2026-07-28T11:50:21.647625
公;gong;1;true;(公)园, 主人公, 公公, 公共汽车, 公司, 公园的中间, 公寓, 公斤, 公民, 公里, 分公司, 办公室, 总公司, 老公, 高速公路;2026-07-28T12:08:54.358277
功;gong;1;false;成功;2026-07-28T11:13:39.229309
工;gong;1;true;IT工程师, 你怎么去工作？, 你的工作离家多远？, 员工, 工作, 工资, 我今天工作了一整天, 我工作到很晚, 我汉语课后还有工作;2026-07-28T12:08:54.448663
共;gong;4;true;一共, 公共汽车, 共同;2026-07-28T11:19:36.404459
狗;gou;3;true;有一只狗在我的旁边, 狗;2026-07-28T11:19:36.678172
够;gou;4;true;够, 够了!;2026-07-28T12:08:54.474338
购;gou;4;false;购物;2026-07-28T11:13:40.173071
菇;gu;1;false;蘑菇;2026-07-28T11:13:40.083181
故;gu;4;true;故事;2026-07-28T11:19:36.628344
顾;gu;4;true;照顾;2026-07-28T11:19:36.674029
瓜;gua;1;true;;2026-07-28T11:19:28.883097
挂;gua;4;false;挂;2026-07-28T11:13:39.418179
怪;guai;4;true;奇怪;2026-07-28T11:19:36.563216
关;guan;1;true;他和我没关系, 你们是什么关系 ?, 关于, 关心, 开关, 没关系, 这件事和我有关系;2026-07-28T12:08:54.429489
观;guan;1;true;参观;2026-07-28T11:19:36.510254
管;guan;3;true;管理;2026-07-28T11:19:36.707962
馆;guan;3;true;博物馆, 图书馆, 宾馆;2026-07-28T11:19:36.545724
惯;guan;4;true;习惯, 你吃的惯。。, 我习惯了;2026-07-28T12:08:54.434018
光;guang;1;false;欢迎光临, 阳光;2026-07-28T11:13:40.325323
广;guang;3;false;广东话;2026-07-28T11:13:39.138570
贵;gui;4;true;贵;2026-07-28T11:19:36.764103
锅;guo;1;false;火锅;2026-07-28T11:13:39.724968
国;guo;2;true;中国, 国内, 国家, 国籍, 国际, 巴黎在法国的北部, 德国, 我没去过中国, 泰国, 英国, 这是第一次来中国, 韩国;2026-07-28T11:19:36.429736
果;guo;3;true;如果, 开心果, 我把苹果吃完了, 果汁, 水果, 结果, 苹果;2026-07-28T11:19:36.566438
过;guo;4;true;不过, 我没去过中国, 经过, 超过, 过, 过(生日), 过去, 难过;2026-07-28T12:08:54.554789
孩;hai;2;true;女孩, 孩子, 男孩;2026-07-28T12:08:54.476586
还;hai;2;true;我汉语课后还有工作, 还不来, 还好, 还是, 还有呢？, 还没有;2026-07-28T12:08:54.557236
海;hai;3;false;人山人海的地方, 海, 海鲜;2026-07-28T11:13:39.697582
害;hai;4;true;伤害, 厉害, 害怕, 有害;2026-07-28T11:19:36.574303
韩;han;2;false;韩国;2026-07-28T11:13:40.367029
汉;han;4;true;我汉语课后还有工作, 汉字, 汉语;2026-07-28T11:19:36.658493
好;hao;3;true;…好了吗?, 不好意思, 你好意思？, 好, 好久不见, 好吃, 好笑, 幸好, 爱好, 还好;2026-07-28T12:08:54.437807
号;hao;4;true;号, 地铁四号线;2026-07-28T11:19:36.519301
喝;he;1;true;喝, 喝醉, 我们不都喜欢喝咖啡, 我们都不喜欢喝咖啡;2026-07-28T11:19:36.538726
合;he;2;false;合作;2026-07-28T11:13:38.794088
和;he;2;true;A在B和C之间, 他和我没关系, 和, 我和他跑得一样快, 这件事和我有关系;2026-07-28T12:08:54.386088
河;he;2;true;河;2026-07-28T11:19:36.662693
黑;hei;1;true;天黑了, 黑;2026-07-28T11:19:36.802492
很;hen;3;true;当天，我很忙, 很, 很少, 我不能跑得很快, 我工作到很晚, 我很饿也很渴, 长得很快;2026-07-28T12:08:54.481308
红;hong;2;true;粉红色, 红, 红绿灯, 红豆, 西红柿;2026-07-28T11:19:36.711090
猴;hou;2;false;猴子;2026-07-28T11:13:39.766917
候;hou;4;true;A 的时候, B, 不常常但是有时候, 什么时候, 到时候, 时候, 有时候;2026-07-28T12:08:54.381931
后;hou;4;true;之后, 以后, 以后的事, 后, 后天, 后面, 在此之后 / 从此, 我汉语课后还有工作, 最后一个, 然后;2026-07-28T12:08:54.470804
湖;hu;2;false;湖;2026-07-28T11:13:39.710056
胡;hu;2;true;胡子, 胡说八道;2026-07-28T11:19:36.727980
虎;hu;2;false;老虎, 马马虎虎;2026-07-28T11:13:40.408254
互;hu;4;true;互相;2026-07-28T11:19:36.439200
户;hu;4;true;客户, 窗户;2026-07-28T11:36:36.385272
护;hu;4;true;保护, 护照, 护理;2026-07-28T11:19:36.464972
花;hua;1;true;我花190欧, 花, 花园, 花菜;2026-07-28T12:08:54.511875
滑;hua;2;true;滑, 滑翔伞, 滑雪;2026-07-28T11:19:36.668994
划;hua;4;true;计划;2026-07-28T11:19:36.755436
化;hua;4;false;文化;2026-07-28T11:13:39.465665
画;hua;4;true;画;2026-07-28T11:19:36.685774
话;hua;4;true;。。。的话, 广东话, 我给你打电话, 打电话, 普通话, 笑话, 说话;2026-07-28T12:08:54.409750
坏;huai;4;true;坏;2026-07-28T11:19:36.549125
欢;huan;;true;喜欢, 我们不都喜欢喝咖啡, 我们都不喜欢喝咖啡, 欢迎, 欢迎光临;2026-07-28T11:19:36.538118
换;huan;4;true;换, 换成;2026-07-28T11:19:36.624279
黄;huang;2;false;黄瓜, 黄色;2026-07-28T11:13:40.434508
灰;hui;1;false;灰色;2026-07-28T11:13:39.727926
回;hui;2;true;回, 回复, 回忆, 回来, 我回来了!;2026-07-28T12:08:54.508749
会;hui;4;true;一会儿, 会, 会议, 开会, 约会, 聚会;2026-07-28T11:19:36.454879
婚;hun;1;false;婚礼, 未婚妻, 结婚;2026-07-28T11:13:39.971836
活;huo;2;true;活动, 生活;2026-07-28T11:19:36.681778
火;huo;3;false;火车, 火锅;2026-07-28T11:13:39.724968
或;huo;4;true;或者;2026-07-28T11:19:36.611590
货;huo;4;true;货车;2026-07-28T11:19:36.763559
圾;ji;1;true;丢垃圾;2026-07-28T11:19:36.551807
机;ji;1;true;(飞)机场, 司机, 手机, 洗碗机, 洗衣机, 相机, 耳机, 飞机;2026-07-28T12:08:54.373075
肌;ji;1;false;肌肉;2026-07-28T11:13:40.018594
鸡;ji;1;true;鸡尾酒, 鸡肉, 鸡蛋;2026-07-28T11:19:36.802025
即;ji;2;true;即使;2026-07-28T11:19:36.503983
及;ji;2;true;及时;2026-07-28T11:19:36.511962
吉;ji;2;false;吉他, 吉利, 王老吉;2026-07-28T11:13:39.769133
急;ji;2;true;急, 着急;2026-07-28T11:19:36.603503
籍;ji;2;false;国籍;2026-07-28T11:13:38.878552
几;ji;3;true;什么时间 / 几点？, 几, 几次;2026-07-28T12:08:54.420641
己;ji;3;true;自己;2026-07-28T11:19:36.730960
继;ji;4;true;继续;2026-07-28T11:19:36.716715
计;ji;4;true;计划;2026-07-28T11:19:36.754989
记;ji;4;true;记;2026-07-28T11:19:36.758468
际;ji;4;true;国际;2026-07-28T11:19:36.544641
加;jia;1;true;加拿大, 加油, 加热, 参加, 新加坡;2026-07-28T11:19:36.497656
夹;jia;1;false;夹克;2026-07-28T11:13:38.976178
家;jia;1;true;你到家就跟我说, 你的工作离家多远？, 国家, 大大的家, 大家, 家, 家乡, 家具, 我家在学校的北边, 搬家;2026-07-28T12:08:54.448663
价;jia;4;true;价格;2026-07-28T11:19:36.452845
假;jia;4;true;假期, 度假;2026-07-28T11:19:36.592645
驾;jia;4;false;驾照;2026-07-28T11:13:40.410361
捡;jian;;true;捡;2026-07-28T11:19:36.623705
间;jian;1;true;A在B和C之间, 什么时间 / 几点？, 公园的中间, 卫生间, 多长时间, 房间, 时间, 洗手间, 老时间老地方;2026-07-28T12:08:54.420641
剪;jian;3;true;剪;2026-07-28T11:19:36.496227
检;jian;3;true;检查;2026-07-28T11:19:36.647644
简;jian;3;true;简体字, 简单;2026-07-28T11:19:36.706443
件;jian;4;false;件, 软件, 这件事和我有关系, 邮件;2026-07-28T11:13:40.285209
健;jian;4;true;健康, 健行;2026-07-28T11:19:36.468355
荐;jian;4;true;推荐;2026-07-28T11:19:36.626392
见;jian;4;true;再见, 听见, 好久不见, 我跟他们不见面了, 梦见, 看见 / 看到, 见面;2026-07-28T12:08:54.538792
讲;jiang;3;true;讲;2026-07-28T11:19:36.759008
交;jiao;1;true;交流;2026-07-28T11:19:36.441418
教;jiao;1;true;教, 教室;2026-07-28T11:19:36.628839
蕉;jiao;1;true;香蕉;2026-07-28T11:19:36.799390
脚;jiao;3;true;脚;2026-07-28T11:19:36.729464
饺;jiao;3;true;水饺, 饺子;2026-07-28T11:19:36.657942
叫;jiao;4;true;叫;2026-07-28T11:19:36.517306
椒;jiao;4;false;辣椒;2026-07-28T11:13:40.215109
接;jie;1;true;接, 接一个人, 接下来;2026-07-28T11:19:36.625336
街;jie;1;true;街道, 路 / 街;2026-07-28T12:08:54.552709
结;jie;2;true;结婚, 结束, 结果;2026-07-28T11:19:36.714967
节;jie;2;true;圣诞节, 春节, 节日, 节目;2026-07-28T11:19:36.654836
姐;jie;3;true;兄弟姐妹, 堂姐, 姐姐;2026-07-28T11:19:36.568409
解;jie;3;true;了解;2026-07-28T11:19:36.437988
介;jie;4;true;介绍, 你介意吗;2026-07-28T11:19:36.448117
借;jie;4;true;借;2026-07-28T11:19:36.467371
界;jie;4;true;世界;2026-07-28T11:19:36.422202
今;jin;1;true;今天, 今年, 我今天工作了一整天;2026-07-28T11:19:36.447185
巾;jin;1;false;围巾, 毛巾;2026-07-28T11:13:39.640640
斤;jin;1;false;公斤, 斤;2026-07-28T11:13:39.469014
金;jin;1;false;现金;2026-07-28T12:08:54.536652
紧;jin;3;false;紧张;2026-07-28T11:13:39.943864
近;jin;4;true;附近;2026-07-28T11:19:36.638817
进;jin;4;true;你越说中文越容易进步, 掉进水里, 进来 / 进去, 进步;2026-07-28T12:08:54.564067
睛;jing;;true;眼睛;2026-07-28T11:19:36.692390
京;jing;1;true;北京;2026-07-28T11:19:36.500634
惊;jing;1;true;惊讶;2026-07-28T11:19:36.606031
精;jing;1;false;精神;2026-07-28T11:13:39.936990
经;jing;1;true;已经, 经历, 经常, 经理, 经过;2026-07-28T11:19:36.584634
景;jing;3;true;景点, 风景;2026-07-28T11:19:36.794224
警;jing;3;false;警察局;2026-07-28T11:13:40.129102
净;jing;4;true;干净;2026-07-28T11:19:36.588748
镜;jing;4;false;眼镜;2026-07-28T11:13:39.858050
静;jing;4;true;安静;2026-07-28T11:19:36.571306
久;jiu;3;true;久, 多久, 好久不见;2026-07-28T11:19:36.431766
九;jiu;3;true;九;2026-07-28T11:19:36.433155
酒;jiu;3;true;啤酒, 酒吧, 酒店, 鸡尾酒;2026-07-28T11:19:36.536943
就;jiu;4;true;你到家就跟我说, 就;2026-07-28T11:19:36.580833
旧;jiu;4;true;旧;2026-07-28T11:19:36.635314
具;ju;;false;家具;2026-07-28T11:13:39.050083
居;ju;1;true;居留证, 邻居;2026-07-28T11:19:36.777527
局;ju;2;false;警察局;2026-07-28T11:13:40.129102
橘;ju;2;false;橘子;2026-07-28T11:13:39.596651
